FID,SHAPE,BEZIRK,STRASSE,BEZUG,ONR,BIS,STIEGE,FRAKTION_PA,FRAKTION_BI,FRAKTION_DO,FRAKTION_G,FRAKTION_KV,FRAKTION_TEXT,URL_TEXT,SE_SDO_ROWID,SE_ANNO_CAD_DATA
ALTSTOFFSAMMLUNGOGD.9076854,POINT (16.3850868282634 48.29774995205987),21,Langenzersdorfer Straße,neben,45,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076854,
ALTSTOFFSAMMLUNGOGD.9076855,POINT (16.382707830597017 48.29878163693081),21,Langenzersdorfer Straße,vor,60A,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076855,
ALTSTOFFSAMMLUNGOGD.9076856,POINT (16.378736803426992 48.29998851877095),21,Langenzersdorfer Straße,vor,96,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076856,
ALTSTOFFSAMMLUNGOGD.9076857,POINT (16.441688164189078 48.280297971096864),21,Lavantgasse,neben,1,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076857,
ALTSTOFFSAMMLUNGOGD.9076858,POINT (16.4476938721941 48.28157813616563),21,Lavantgasse,gegenüber,17,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076858,
ALTSTOFFSAMMLUNGOGD.9076859,POINT (16.447254123477364 48.28159322069276),21,Lavantgasse,vor,17,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076859,
ALTSTOFFSAMMLUNGOGD.9076860,POINT (16.443277798125116 48.280578165137854),21,Lavantgasse,vor,18,W 5,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076860,
ALTSTOFFSAMMLUNGOGD.9076861,POINT (16.44463953131809 48.281010895693406),21,Lavantgasse,gegenüber,20,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076861,
ALTSTOFFSAMMLUNGOGD.9076862,POINT (16.45123656791308 48.28238303506943),21,Lavantgasse,vor,36,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076862,
ALTSTOFFSAMMLUNGOGD.9076863,POINT (16.449923215001387 48.282299357277836),21,Lavantgasse,neben,37,,,1,0,0,1,1," Leichtverpackungen, Altpapier, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076863,
ALTSTOFFSAMMLUNGOGD.9076864,POINT (16.39139705744076 48.272385922497854),21,Lehnertgasse,neben,3,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076864,
ALTSTOFFSAMMLUNGOGD.9076865,POINT (16.44445148106332 48.263311351906985),21,Leopoldauer Platz,vor,39,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076865,
ALTSTOFFSAMMLUNGOGD.9076866,POINT (16.42553530845665 48.26219915612915),21,Leopoldauer Straße,neben,114,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076866,
ALTSTOFFSAMMLUNGOGD.9076867,POINT (16.429281161144882 48.263736706791185),21,Leopoldauer Straße,,165,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076867,
ALTSTOFFSAMMLUNGOGD.9076868,POINT (16.409348552945946 48.25885903906892),21,Leopoldauer Straße,neben,37,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076868,
ALTSTOFFSAMMLUNGOGD.9076869,POINT (16.41809371999666 48.26073468289446),21,Leopoldauer Straße,vor,68A,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076869,
ALTSTOFFSAMMLUNGOGD.9076870,POINT (16.41938474796837 48.26104473814422),21,Leopoldauer Straße,neben,74,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076870,
ALTSTOFFSAMMLUNGOGD.9075808,POINT (16.319388140400555 48.200460942702165),15,Johnstraße,vor,52,,,0,1,0,1,1," Leichtverpackungen, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075808,
ALTSTOFFSAMMLUNGOGD.9075809,POINT (16.322702019958687 48.19989561331368),15,Kannegasse,neben,10,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075809,
ALTSTOFFSAMMLUNGOGD.9075810,POINT (16.324980065162496 48.19723475856962),15,Kardinal-Rauscher-Platz,gegenüber,2,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075810,
ALTSTOFFSAMMLUNGOGD.9075811,POINT (16.328178983140546 48.20243922853792),15,Kriemhildplatz,gegenüber,6,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075811,
ALTSTOFFSAMMLUNGOGD.9075812,POINT (16.336282079029615 48.20063708026262),15,Löhrgasse,vor,25,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075812,
ALTSTOFFSAMMLUNGOGD.9075813,POINT (16.330478181207546 48.20037209065781),15,Markgraf-Rüdiger-Straße,gegenüber,2,,,0,1,0,1,1," Altglas, Leichtverpackungen, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075813,
ALTSTOFFSAMMLUNGOGD.9075814,POINT (16.330253460385535 48.204476229411995),15,Markgraf-Rüdiger-Straße,gegenüber,29,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075814,
ALTSTOFFSAMMLUNGOGD.9075815,POINT (16.31442791425914 48.19644877054267),15,Märzstraße,gegenüber,122,,,0,0,0,0,1, Leichtverpackungen,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075815,
ALTSTOFFSAMMLUNGOGD.9075816,POINT (16.323094395865155 48.196819162541736),15,Märzstraße,gegenüber,65,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075816,
ALTSTOFFSAMMLUNGOGD.9075817,POINT (16.32040820484928 48.196168525453096),15,Märzstraße,gegenüber,79,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075817,
ALTSTOFFSAMMLUNGOGD.9075818,POINT (16.334293556027585 48.20011096157425),15,Märzstraße,vor,8,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075818,
ALTSTOFFSAMMLUNGOGD.9075819,POINT (16.319317157885845 48.19620902048998),15,Märzstraße,gegenüber,87,,,0,0,0,0,1, Leichtverpackungen,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075819,
ALTSTOFFSAMMLUNGOGD.9075820,POINT (16.32055184356299 48.19756879214686),15,Meiselstraße,vor,13,,,0,0,0,0,1, Leichtverpackungen,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075820,
ALTSTOFFSAMMLUNGOGD.9075821,POINT (16.31607377148968 48.19795777499092),15,Meiselstraße,vor,36,,,0,0,0,0,1, Leichtverpackungen,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075821,
ALTSTOFFSAMMLUNGOGD.9075822,POINT (16.33766953271358 48.199551946618804),15,Neubaugürtel,vor,13,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075822,
ALTSTOFFSAMMLUNGOGD.9075823,POINT (16.317624054927716 48.200658433416926),15,Neusserplatz,gegenüber,1,,,0,1,0,1,1," Leichtverpackungen, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075823,
ALTSTOFFSAMMLUNGOGD.9075824,POINT (16.316425937814763 48.197959274813186),15,Nobilegasse,gegenüber,45,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075824,
ALTSTOFFSAMMLUNGOGD.9075825,POINT (16.335786904212423 48.19914294410588),15,Pelzgasse,vor,11,,,0,1,0,1,1," Leichtverpackungen, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075825,
ALTSTOFFSAMMLUNGOGD.9075826,POINT (16.3164071566127 48.20378283873315),15,Possingergasse,neben,11,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075826,
ALTSTOFFSAMMLUNGOGD.9075827,POINT (16.32586568758206 48.198724210896955),15,Preysinggasse,vor,36,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075827,
ALTSTOFFSAMMLUNGOGD.9075828,POINT (16.330585157694774 48.198847832722414),15,Reithofferplatz,gegenüber,14,,,0,0,0,1,1," Leichtverpackungen, Altglas, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075828,
ALTSTOFFSAMMLUNGOGD.9075829,POINT (16.33182160693899 48.19792751801712),15,Reithofferplatz,gegenüber,6,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075829,
ALTSTOFFSAMMLUNGOGD.9075830,POINT (16.336886807852075 48.19426959638582),15,Robert-Hamerling-Gasse,vor,10,,,0,0,0,1,1," Leichtverpackungen, Altglas, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075830,
ALTSTOFFSAMMLUNGOGD.9075831,POINT (16.327548108383528 48.1915668984829),15,Rustengasse,vor,2,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075831,
ALTSTOFFSAMMLUNGOGD.9075832,POINT (16.313136712471643 48.20187251902299),15,Schanzstraße,gegenüber,40,,,0,1,0,1,1," Leichtverpackungen, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075832,
ALTSTOFFSAMMLUNGOGD.9075833,POINT (16.313296549034337 48.20425440737484),15,Schraufgasse,neben,1,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075833,
ALTSTOFFSAMMLUNGOGD.9075834,POINT (16.329821690050135 48.19611079164735),15,Schweglerstraße,neben,2-4,,,0,1,0,1,1," Leichtverpackungen, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075834,
ALTSTOFFSAMMLUNGOGD.9075835,POINT (16.32803647311685 48.19844649328735),15,Schweglerstraße,vor,25,,,0,0,0,1,1," Leichtverpackungen, Altglas, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075835,
ALTSTOFFSAMMLUNGOGD.9075836,POINT (16.32772560332588 48.1992492970395),15,Schweglerstraße,vor,32,,,0,0,0,1,1," Altglas, Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075836,
ALTSTOFFSAMMLUNGOGD.9075837,POINT (16.32692379245491 48.20036952267523),15,Schweglerstraße,vor,41,,,0,1,0,1,1," Leichtverpackungen, Altglas, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075837,
ALTSTOFFSAMMLUNGOGD.9075838,POINT (16.326751218544565 48.20173261278586),15,Schweglerstraße,vor,52,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075838,
ALTSTOFFSAMMLUNGOGD.9075839,POINT (16.321450212291015 48.1860326444313),15,Sechshauser Straße,gegenüber,124,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075839,
ALTSTOFFSAMMLUNGOGD.9076317,POINT (16.335302295321288 48.2449015035908),19,Arbesbachgasse,vor,24,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076317,
ALTSTOFFSAMMLUNGOGD.9076318,POINT (16.349724166483824 48.257527178878895),19,Arlethgasse,vor,2,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076318,
ALTSTOFFSAMMLUNGOGD.9076319,POINT (16.355832654767912 48.255663724411),19,Armbrustergasse,vor,12,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076319,
ALTSTOFFSAMMLUNGOGD.9076320,POINT (16.36136216554138 48.24473236459096),19,Barawitzkagasse,gegenüber,36,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076320,
ALTSTOFFSAMMLUNGOGD.9076321,POINT (16.323906893504617 48.25321664830435),19,Bellevuestraße,vor,60,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076321,
ALTSTOFFSAMMLUNGOGD.9076322,POINT (16.322537025739567 48.255049298085076),19,Bellevuestraße,gegenüber,71,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076322,
ALTSTOFFSAMMLUNGOGD.9076323,POINT (16.350511469802452 48.234957578430596),19,Billrothstraße,vor,19,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076323,
ALTSTOFFSAMMLUNGOGD.9076324,POINT (16.344331825986174 48.24486928831622),19,Billrothstraße,gegenüber,77,,,1,0,0,1,1," Leichtverpackungen, Altpapier, Altglas, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076324,
ALTSTOFFSAMMLUNGOGD.9076325,POINT (16.348225478476195 48.243088388162064),19,Billrothstraße,bei,78,,,0,1,0,1,1," Altglas, Leichtverpackungen, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076325,
ALTSTOFFSAMMLUNGOGD.9076326,POINT (16.3415296401512 48.23801836892348),19,Blaasstraße,vor,33,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076326,
ALTSTOFFSAMMLUNGOGD.9076327,POINT (16.365741517485556 48.25181082337969),19,Boschstraße,neben,24,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076327,
ALTSTOFFSAMMLUNGOGD.9076328,POINT (16.337027167514613 48.24442864257186),19,Budinskygasse,neben,32,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076328,
ALTSTOFFSAMMLUNGOGD.9076329,POINT (16.347552724112717 48.26252831958976),19,Cebotariweg,gegenüber,2,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076329,
ALTSTOFFSAMMLUNGOGD.9076330,POINT (16.348942580529677 48.23890226037113),19,Chimanistraße,vor,2,,,0,1,0,1,1," Leichtverpackungen, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076330,
ALTSTOFFSAMMLUNGOGD.9076331,POINT (16.328109011603303 48.265413963957975),19,Cobenzlgasse,vor,111,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076331,
ALTSTOFFSAMMLUNGOGD.9076332,POINT (16.32748209318779 48.2657131199605),19,Cobenzlgasse,gegenüber,134,,,1,1,0,1,1," Leichtverpackungen, Biomüll, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076332,
ALTSTOFFSAMMLUNGOGD.9076333,POINT (16.335303402885817 48.25973183862509),19,Cobenzlgasse,vor,64,,,1,1,0,1,1," Altglas, Biomüll, Leichtverpackungen, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076333,
ALTSTOFFSAMMLUNGOGD.9076334,POINT (16.33223457311504 48.261797948968095),19,Cobenzlgasse,vor,69,,,1,1,0,1,1," Biomüll, Altpapier, Leichtverpackungen, Leichtverpackungen,",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076334,
ALTSTOFFSAMMLUNGOGD.9076335,POINT (16.32968143102681 48.26437121940064),19,Cobenzlgasse,gegenüber,89,,,1,1,0,1,1," Altpapier, Biomüll, Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076335,
ALTSTOFFSAMMLUNGOGD.9076336,POINT (16.343173346812485 48.23874942491698),19,Cottagegasse,gegenüber,90,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076336,
ALTSTOFFSAMMLUNGOGD.9076337,POINT (16.336125622251863 48.2475391105446),19,Daringergasse,gegenüber,9,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076337,
ALTSTOFFSAMMLUNGOGD.9076338,POINT (16.33637122923717 48.24964989406307),19,Delugstraße,gegenüber,17,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076338,
ALTSTOFFSAMMLUNGOGD.9076339,POINT (16.354694933404296 48.23286075885161),19,Döblinger Gürtel,gegenüber,10,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076339,
ALTSTOFFSAMMLUNGOGD.9076340,POINT (16.35505507028261 48.23520783003087),19,Döblinger Gürtel,vor,23,,,0,1,0,1,1," Altglas, Leichtverpackungen, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076340,
ALTSTOFFSAMMLUNGOGD.9076341,POINT (16.353750084461502 48.23669856646605),19,Döblinger Hauptstraße,vor,46,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076341,
ALTSTOFFSAMMLUNGOGD.9076342,POINT (16.354208460359747 48.23745715952123),19,Döblinger Hauptstraße,vor,52A,,,0,1,0,1,1," Leichtverpackungen, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076342,
ALTSTOFFSAMMLUNGOGD.9076343,POINT (16.365167695585985 48.26291543264928),19,Eichelhofstraße,neben,2,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076343,
ALTSTOFFSAMMLUNGOGD.9076344,POINT (16.35821242814604 48.259197417223),19,Eroicagasse,neben,20,,,1,0,0,1,1," Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076344,
ALTSTOFFSAMMLUNGOGD.9076345,POINT (16.359233963884304 48.2559146295771),19,Eroicagasse,gegenüber,7,,,1,1,0,1,1," Altglas, Altpapier, Leichtverpackungen, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076345,
ALTSTOFFSAMMLUNGOGD.9076346,POINT (16.362850807290684 48.246657733877704),19,Felix-Braun-Gasse,vor,13,,,1,0,0,1,1," Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076346,
ALTSTOFFSAMMLUNGOGD.9076347,POINT (16.32122193588791 48.24322538355608),19,Felix-Dahn-Straße,vor,111,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076347,
ALTSTOFFSAMMLUNGOGD.9076348,POINT (16.325926741216925 48.238768253443205),19,Felix-Dahn-Straße,vor,35,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076348,
ALTSTOFFSAMMLUNGOGD.9076349,POINT (16.33878025000767 48.24073197465152),19,Flotowgasse,vor,1,,,0,1,0,1,1," Leichtverpackungen, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076349,
ALTSTOFFSAMMLUNGOGD.9077338,POINT (16.440807204149102 48.21843997802949),22,Industriestraße,gegenüber,131,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077338,
ALTSTOFFSAMMLUNGOGD.9077339,POINT (16.440988792242564 48.21965137703631),22,Industriestraße,gegenüber,148A,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077339,
ALTSTOFFSAMMLUNGOGD.9077340,POINT (16.441047834603083 48.213706183191185),22,Industriestraße,vor,157,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077340,
ALTSTOFFSAMMLUNGOGD.9077341,POINT (16.440807509088355 48.21786342333859),22,Industriestraße,vor,164,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077341,
ALTSTOFFSAMMLUNGOGD.9077342,POINT (16.440824846134564 48.21488224889089),22,Industriestraße,gegenüber,190,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077342,
ALTSTOFFSAMMLUNGOGD.9077343,POINT (16.44085890836093 48.21508906171267),22,Industriestraße,vor,190,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077343,
ALTSTOFFSAMMLUNGOGD.9077344,POINT (16.438577473252337 48.23380613731901),22,Industriestraße,vor,20,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077344,
ALTSTOFFSAMMLUNGOGD.9077345,POINT (16.43866740461305 48.23360946621552),22,Industriestraße,neben,20,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077345,
ALTSTOFFSAMMLUNGOGD.9077346,POINT (16.439387087029612 48.231360616325794),22,Industriestraße,vor,37,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077346,
ALTSTOFFSAMMLUNGOGD.9077347,POINT (16.43969507952408 48.23016784288528),22,Industriestraße,gegenüber,52,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077347,
ALTSTOFFSAMMLUNGOGD.9077348,POINT (16.439936258278106 48.229089162340316),22,Industriestraße,vor,53,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077348,
ALTSTOFFSAMMLUNGOGD.9077349,POINT (16.44021780157628 48.227875636628816),22,Industriestraße,neben,61,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077349,
ALTSTOFFSAMMLUNGOGD.9077350,POINT (16.440303202137468 48.22671471815719),22,Industriestraße,vor,70,,,1,0,0,1,1," Altglas, Leichtverpackungen, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077350,
ALTSTOFFSAMMLUNGOGD.9077351,POINT (16.444502776602878 48.25890493560197),22,Ingeborg-Bachmann-Platz,vor,7,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077351,
ALTSTOFFSAMMLUNGOGD.9077352,POINT (16.472147094063835 48.24637705603366),22,Jakob-Bindel-Platz,vor,12,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077352,
ALTSTOFFSAMMLUNGOGD.9077353,POINT (16.493282204298524 48.21374566648186),22,Jägermaisbogen,vor,3,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077353,
ALTSTOFFSAMMLUNGOGD.9077354,POINT (16.432125085276695 48.25428302608482),22,Josef-Baumann-Gasse,neben,20,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077354,
ALTSTOFFSAMMLUNGOGD.9077355,POINT (16.43280703473014 48.255357045997094),22,Josef-Baumann-Gasse,neben,34,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077355,
ALTSTOFFSAMMLUNGOGD.9077356,POINT (16.433632768488646 48.25667609297697),22,Josef-Baumann-Gasse,vor,54,,,1,0,0,1,1," Altpapier, Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077356,
ALTSTOFFSAMMLUNGOGD.9077357,POINT (16.434477207662436 48.257684584500545),22,Josef-Baumann-Gasse,neben,72,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077357,
ALTSTOFFSAMMLUNGOGD.9077358,POINT (16.435106348185982 48.259050372816475),22,Josef-Baumann-Gasse,gegenüber,98,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077358,
ALTSTOFFSAMMLUNGOGD.9077359,POINT (16.42048304541216 48.233835134752994),22,Julius-Payer-Gasse,gegenüber,1,,,1,0,0,1,1," Altpapier, Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077359,
ALTSTOFFSAMMLUNGOGD.9077360,POINT (16.443499883222948 48.256419991620085),22,Jüptnergasse,gegenüber,18,,,0,0,0,1,1," Leichtverpackungen, Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077360,
ALTSTOFFSAMMLUNGOGD.9077361,POINT (16.448671687870668 48.23962292988556),22,Kagraner Anger,vor,22,,,1,0,0,1,1," Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077361,
ALTSTOFFSAMMLUNGOGD.9077362,POINT (16.444498069239742 48.24048938426037),22,Kagraner Anger,gegenüber,45,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077362,
ALTSTOFFSAMMLUNGOGD.9077363,POINT (16.445554299273336 48.24039377579414),22,Kagraner Anger,vor,61,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077363,
ALTSTOFFSAMMLUNGOGD.9077364,POINT (16.442062271280815 48.21350947075311),22,Kaisermühlenstraße,vor,14,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077364,
